Cset,Phase,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Cset,Type,Assigns (Baseline),Assigns (Baseline+Repeat),Assigns (total),Q1 Quality (Voted),Q2 Quality (Voted),Cset Quality (voted),Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Quality (prescreen),Subsession  Q2-K3,Intervening bullets (min),Intervening bullets (max),Cset Category (Detailed),Caliber Q1,Caliber Q2-K3
KQ4166,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4166,KQ,3,3,3,A,,A:A,P,,P,20190621K_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4207,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4207,KQ,3,3,3,A,,A:A,P,,P,20190415L_1,,,"Diff Make, FMJ",038,038
KQ4252,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4252,KQ,3,4,4,B,,A:B,G,,G,20190416H_3,,,"Diff Model, FMJ",038,038
KQ4271,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4271,KQ,1,1,1,A,,A:A,P,,P,20190508M_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4369,Supplemental,Insuff,Norm,ModRepro,Inconclusive,KQ4369,KQ,3,4,5,A,,A:A,P,,P,20190507D_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4407,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4407,KQ,3,3,3,A,,A:A,P,,P,20190501Q_4,,,"Same Model, Diff Sess, FMJ",040,040
KQ4523,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4523,KQ,3,3,4,B,,A:B,G,,G,20190621B_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4625,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4625,KQ,3,3,3,C,,A:C,G,,G,20190501D_1,,,"Diff Make, FMJ",038,038
KQ4664,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4664,KQ,1,1,1,B,,A:B,G,,G,20190412U_1,,,"Diff Make, JHP",038,038
KQ4793,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ4793,KQ,1,1,1,B,,A:B,G,,G,20190501N_1,,,"Same Model, Diff Sess, JHP",040,040
KQ4845,Primary (Baseline),LeanID,Norm,HiRepro,Match,KQ4845,KQ,3,4,4,B,,A:B,G,,G,20190618D_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4898,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4898,KQ,3,3,3,A,,A:A,P,,P,20190412D_2,,,"Diff Model, FMJ",038,038
KQ1403,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1403,KQ,1,1,1,A,,A:A,P,,P,20190501D_2,,,"Diff Model, FMJ",038,038
KQ1492,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1492,KQ,3,3,3,B,,A:B,B,,B,20190507I_3,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ1625,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1625,KQ,1,1,1,C,,A:C,B,,B,20190313A_2,10.0,28.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ1768,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1768,KQ,3,3,3,A,,A:A,P,,P,20190320A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2053,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2053,KQ,3,3,3,A,,A:A,P,,P,20190501B_1,,,"Diff Make, FMJ",038,038
KQ2114,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2114,KQ,3,3,3,A,,A:A,G,,G,20190415K_2,,,"Same Model, Diff Sess, JHP",038,038
KQ2173,Primary (Baseline),Excl,Easy,ModRepro,NonMatch,KQ2173,KQ,3,3,3,B,,A:B,B,,B,20190507B_1,,,"Diff Make, JHP",040,040
KQ2294,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2294,KQ,3,3,3,A,,A:A,P,,P,20190508L_4,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ2337,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2337,KQ,3,3,3,B,,A:B,G,,G,20190412R_4,10.0,28.0,"Same Model, Same Sess, JHP",038,038
KQ2359,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2359,KQ,3,3,3,B,,A:B,G,,G,20190507F_4,,,"Same Model, Diff Sess, JHP",040,040
KQ2578,Primary (Baseline),ID,Norm,ModRepro,Match,KQ2578,KQ,3,3,3,A,,A:A,P,,P,20190415O_0,0.0,8.0,"Same Model, Same SubSess, JHP",038,038
KQ2582,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2582,KQ,3,3,3,A,,A:A,P,,P,20190416C_4,,,"Same Model, Diff Sess, JHP",038,038
KQ2835,Primary (Baseline),ID,Diff,ModRepro,Match,KQ2835,KQ,1,1,1,B,,A:B,G,,G,20190501I_1,50.0,68.0,"Same Model, Diff Sess, JHP",038,038
KQ3000,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3000,KQ,3,3,3,B,,A:B,G,,G,20190412K_4,,,"Same Model, Diff Sess, JHP",038,038
KQ3138,Primary (Baseline),ID,Diff,ModRepro,Match,KQ3138,KQ,3,3,3,B,,A:B,G,,G,20190508I_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ3382,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3382,KQ,3,3,3,B,,A:B,G,,G,20190412Q_2,,,"Diff Model, FMJ",038,038
KQ3437,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ3437,KQ,3,3,3,D,,A:D,U,,U,20190416G_1,,,"Same Model, Diff Sess, FMJ, Poor quality",038,038
KQ3544,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3544,KQ,3,3,3,B,,A:B,G,,G,20190416B_2,,,"Diff Make, FMJ",038,038
KQ3545,Primary (Baseline),Excl,VEasy,ModRepro,NonMatch,KQ3545,KQ,3,3,3,C,,A:C,G,,G,20190507A_1,,,"Diff Make, FMJ",040,040
KQ3573,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3573,KQ,3,3,3,A,,A:A,P,,P,20190117A_1,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3681,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3681,KQ,3,3,3,A,,A:A,P,,P,20190508D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3716,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ3716,KQ,3,3,3,C,,A:C,G,,G,20190404A_1,,,"Diff Make, FMJ",9ML,9ML
KQ3735,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3735,KQ,3,3,3,C,,A:C,G,,G,20190618P_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3873,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ3873,KQ,3,3,3,B,,A:B,G,,G,20190621D_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3970,Primary (Baseline),ID,Diff,ModRepro,Match,KQ3970,KQ,3,3,3,A,,A:A,P,,P,20190618R_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ3996,Primary (Baseline),ID,Norm,ModRepro,Match,KQ3996,KQ,3,3,3,B,,A:B,G,,G,20190501K_4,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ4004,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4004,KQ,3,3,3,A,,A:A,P,,P,20190412G_3,,,"Diff Make, FMJ",038,038
KQ4041,Primary (Baseline),LeanID,Diff,LowRepro,Match,KQ4041,KQ,3,3,3,A,,A:A,P,,P,20190508N_0,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4269,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4269,KQ,3,3,3,B,,A:B,G,,G,20190412I_3,,,"Diff Model, JHP",038,038
KQ4279,Primary (Baseline),Insuff,VDiff,LowRepro,Inconclusive,KQ4279,KQ,3,3,3,A,,A:A,P,,P,20190508O_2,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ4347,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ4347,KQ,3,3,3,B,,A:B,G,,G,20190507E_0,,,"Same Model, Diff Sess, FMJ",040,040
KQ4349,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4349,KQ,1,1,1,A,,A:A,P,,P,20190618G_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4422,Primary (Baseline),Insuff,Diff,HiRepro,Inconclusive,KQ4422,KQ,1,1,1,B,,A:B,G,,G,20190618R_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4461,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4461,KQ,3,3,3,B,,A:B,G,,G,20190621I_4,10.0,28.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4485,Primary (Baseline),ID,Diff,ModRepro,Match,KQ4485,KQ,3,3,3,A,,A:A,P,,P,20190507M_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ1027,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ1027,KQ,2,2,2,B,,A:B,G,,G,20190415Q_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ1302,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ1302,KQ,2,3,5,B,,A:B,G,,G,20190416G_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ1395,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1395,KQ,2,2,2,B,,A:B,G,,G,20190416D_3,,,"Diff Model, FMJ",038,038
KQ1421,Supplemental,LeanExcl,Norm,HiRepro,NonMatch,KQ1421,KQ,2,2,4,B,,A:B,G,,G,20190501E_1,,,"Diff Make, JHP",038,038
KQ1477,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1477,KQ,2,2,2,C,,A:C,G,,G,20190507H_3,20.0,38.0,"Same Model, Same Sess, JHP",040,040
KQ1486,Primary (Baseline),Insuff,Easy,HiRepro,Inconclusive,KQ1486,KQ,3,3,3,A,,A:A,P,,P,20190320D_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1759,Primary (Baseline),ID,Diff,ModRepro,Match,KQ1759,KQ,3,3,3,C,,A:C,B,,B,20190507P_1,0.0,18.0,"Same Model, Same Sess, FMJ, Poor quality",9ML,9ML
KQ1864,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1864,KQ,2,2,2,A,,A:A,P,,P,20190621A_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1931,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1931,KQ,2,2,2,A,,A:A,P,,P,20190507A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",040,040
KQ2110,Primary (Baseline),LeanExcl,Norm,LowRepro,NonMatch,KQ2110,KQ,3,3,3,B,,A:B,G,,G,20190415H_2,,,"Diff Make, FMJ",038,038
KQ2180,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ2180,KQ,3,3,3,B,,A:B,G,,G,20190618J_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2225,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2225,KQ,3,3,3,C,,A:C,U,,U,20190415D_1,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
KQ2298,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2298,KQ,3,3,3,B,,A:B,G,,G,20190501I_1,,,"Diff Model, JHP",038,038
KQ2593,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2593,KQ,3,3,3,B,,A:B,G,,G,20190507H_4,,,"Same Model, Diff Sess, JHP",040,040
KQ2602,Supplemental,Insuff,Norm,ModRepro,Inconclusive,KQ2602,KQ,2,2,4,B,,A:B,B,,B,20190507C_1,,,"Same Model, Diff Sess, JHP",040,040
KQ2817,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ2817,KQ,2,2,2,B,,A:B,G,,G,20190415D_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ2986,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ2986,KQ,3,3,3,A,,A:A,P,,P,20190412G_1,,,"Diff Model, FMJ",038,038
KQ3012,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3012,KQ,3,3,3,A,,A:A,P,,P,20190415A_2,,,"Diff Model, FMJ",038,038
KQ3038,Primary (Baseline),ID,Diff,ModRepro,Match,KQ3038,KQ,3,3,4,A,,A:A,P,,P,20190313A_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3600,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ3600,KQ,3,3,3,B,,A:B,G,,G,20190507A_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ3966,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3966,KQ,2,2,2,A,,A:A,P,,P,20190508J_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ4115,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4115,KQ,2,2,2,B,,A:B,G,,G,20190412H_2,,,"Diff Model, FMJ",038,038
KQ4155,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4155,KQ,3,3,3,A,,A:A,P,,P,20190507H_2,,,"Same Model, Diff Sess, JHP",040,040
KQ4230,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ4230,KQ,1,1,3,B,,A:B,G,,G,20190621A_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4324,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4324,KQ,2,2,2,A,,A:A,P,,P,20190416B_0,40.0,58.0,"Same Model, Diff Sess, FMJ",038,038
KQ4524,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4524,KQ,2,2,2,C,,A:C,B,,B,20190508A_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4530,Supplemental,LeanExcl,Norm,ModRepro,NonMatch,KQ4530,KQ,1,1,3,C,,A:C,B,,B,20190508E_1,,,"Same Model, Diff Sess, FMJ, Poor quality",9ML,9ML
KQ4622,Primary (Baseline),LeanExcl,Easy,HiRepro,NonMatch,KQ4622,KQ,3,3,3,A,,A:A,P,,P,20190320F_4,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4642,Supplemental,LeanExcl,Norm,HiRepro,NonMatch,KQ4642,KQ,1,1,3,B,,A:B,G,,G,20190501M_3,,,"Same Model, Diff Sess, FMJ",040,040
KQ4708,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4708,KQ,3,3,3,B,,A:B,G,,G,20190621B_4,30.0,48.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ4811,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4811,KQ,3,3,3,B,,A:B,G,,G,20190404B_1,50.0,68.0,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4896,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ4896,KQ,2,3,5,B,,A:B,G,,G,20190507B_4,,,"Same Model, Diff Sess, JHP",040,040
KQ1135,Primary (Baseline),LeanID,Norm,LowRepro,Match,KQ1135,KQ,4,4,4,B,,A:B,G,,G,20190501Q_4,20.0,38.0,"Same Model, Same Sess, FMJ",040,040
KQ1148,Primary (Baseline),LeanExcl,Diff,HiRepro,NonMatch,KQ1148,KQ,3,5,5,B,,A:B,G,,G,20190618C_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ1346,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1346,KQ,3,4,4,B,,A:B,G,,G,20190501A_1,,,"Diff Make, FMJ",038,038
KQ1504,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1504,KQ,3,5,5,B,,A:B,B,,B,20190313C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1568,Primary (Baseline),ID,Norm,HiRepro,Match,KQ1568,KQ,1,1,1,C,,A:C,G,,G,20190313C_1,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ1675,Primary (Baseline),NoValue,na,na,Inconclusive,KQ1675,KQ,1,1,1,A,,A:A,P,,P,20190508K_4,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2364,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ2364,KQ,3,4,4,B,,A:B,G,,G,20190415B_4,,,"Same Model, Diff Sess, JHP",038,038
KQ2591,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ2591,KQ,1,1,1,B,,A:B,G,,G,20190416G_2,,,"Diff Model, FMJ",038,038
KQ2645,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ2645,KQ,3,5,5,A,,A:A,P,,P,20190618H_2,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ3082,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3082,KQ,1,1,1,C,,A:C,G,,G,20190412T_4,,,"Same Model, Diff Sess, FMJ",038,038
KQ3188,Primary (Baseline),ID,Easy,HiRepro,Match,KQ3188,KQ,4,4,4,A,,A:A,P,,P,20190117A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ3683,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ3683,KQ,3,4,4,A,,A:A,P,,P,20190415N_3,,,"Same Model, Diff Sess, FMJ",038,038
KQ3805,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3805,KQ,3,5,5,B,,A:B,G,,G,20190507L_1,100.0,118.0,"Same Model, Diff Sess, FMJ",040,040
KQ3869,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ3869,KQ,3,5,5,A,,A:A,P,,P,20190416C_1,,,"Diff Model, JHP",038,038
KQ4006,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4006,KQ,4,4,4,A,,A:A,P,,P,20190621J_4,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ4034,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4034,KQ,4,4,4,C,,A:C,G,,G,20190621W_2,,,"Same Model, Diff Sess, JHP, Poor quality",9ML,9ML
KQ4381,Primary (Baseline),Insuff,Norm,HiRepro,Inconclusive,KQ4381,KQ,4,4,4,C,,A:C,B,,B,20190404C_1,0.0,18.0,"Same Model, Same Sess, JHP, Poor quality",9ML,9ML
KQ4391,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ4391,KQ,3,4,4,A,,A:A,P,,P,20190507O_2,,,"Diff Model, JHP",9ML,9ML
KQ4628,Primary (Baseline),LeanExcl,Norm,ModRepro,NonMatch,KQ4628,KQ,3,4,4,B,,A:B,G,,G,20190412E_2,,,"Diff Model, JHP",038,038
KQ4809,Primary (Baseline),ID,Norm,ModRepro,Match,KQ4809,KQ,1,1,1,A,,A:A,P,,P,20190507L_1,100.0,118.0,"Same Model, Diff Sess, FMJ",040,040
KQ1259,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1259,KQ,3,3,3,A,,A:A,P,,P,20190507C_3,70.0,88.0,"Same Model, Diff Sess, JHP",040,040
KQ1404,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ1404,KQ,1,1,3,A,,A:A,P,,P,20190508R_0,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1553,Supplemental,ID,Norm,ModRepro,Match,KQ1553,KQ,2,3,5,B,,A:B,G,,G,20190412R_4,10.0,28.0,"Same Model, Same Sess, JHP",038,038
KQ1562,Primary (Baseline),Excl,Diff,ModRepro,NonMatch,KQ1562,KQ,3,3,3,A,,A:A,P,,P,20190320A_0,,,"Diff Make, FMJ",9ML,9ML
KQ1617,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1617,KQ,2,2,2,B,,A:B,P,,P,20190508M_1,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1747,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1747,KQ,3,3,3,D,,A:D,U,,U,20190412T_0,,,"Diff Make, FMJ, Poor quality",038,038
KQ1892,Supplemental,LeanID,Norm,ModRepro,Match,KQ1892,KQ,1,1,3,C,,A:C,G,,G,20190508G_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ1903,Primary (Baseline),ID,Norm,ModRepro,Match,KQ1903,KQ,2,2,2,A,,A:A,P,,P,20190416A_0,0.0,8.0,"Same Model, Same SubSess, FMJ",038,038
KQ1910,Primary (Baseline),LeanExcl,Norm,HiRepro,NonMatch,KQ1910,KQ,2,2,2,A,,A:A,P,,P,20190415D_3,,,"Diff Model, FMJ",038,038
KQ2041,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ2041,KQ,3,3,3,B,,A:B,G,,G,20190507M_3,,,"Same Model, Diff Sess, FMJ",9ML,9ML
KQ2149,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ2149,KQ,3,3,3,A,,A:A,P,,P,20190508L_1,0.0,8.0,"Same Model, Same SubSess, Polygonal, FMJ",9ML,9ML
KQ2150,Primary (Baseline),Excl,Easy,LowRepro,NonMatch,KQ2150,KQ,2,2,2,B,,A:B,G,,G,20190621M_2,,,"Diff Make, FMJ",9ML,9ML
KQ2187,Supplemental,Insuff,Diff,LowRepro,Inconclusive,KQ2187,KQ,2,2,4,A,,A:A,P,,P,20190416F_4,,,"Same Model, Diff Sess, JHP",038,038
KQ2305,Primary (Baseline),NoValue,na,na,Inconclusive,KQ2305,KQ,2,2,2,B,,A:B,G,,G,20190508D_2,,,"Diff Model, FMJ",9ML,9ML
KQ2449,Primary (Baseline),Insuff,Easy,LowRepro,Inconclusive,KQ2449,KQ,3,3,3,B,,A:B,G,,G,20190621K_4,20.0,38.0,"Same Model, Same Sess, JHP",9ML,9ML
KQ2733,Primary (Baseline),ID,Easy,HiRepro,Match,KQ2733,KQ,3,3,3,B,,A:B,G,,G,20190222C_1,0.0,8.0,"Same Model, Same SubSess, FMJ",9ML,9ML
KQ2879,Primary (Baseline),ID,Norm,HiRepro,Match,KQ2879,KQ,2,2,2,C,,A:C,U,,U,20190404D_1,0.0,8.0,"Same Model, Same SubSess, JHP, Poor quality",9ML,9ML
KQ3030,Primary (Baseline),NoValue,na,na,Inconclusive,KQ3030,KQ,3,3,3,B,,A:B,G,,G,20190618C_1,,,"Diff Model, JHP",9ML,9ML
KQ3128,Primary (Baseline),Insuff,Norm,ModRepro,Inconclusive,KQ3128,KQ,2,2,2,A,,A:A,P,,P,20190501I_4,,,"Same Model, Diff Sess, JHP",038,038
KQ3147,Primary (Baseline),LeanExcl,Norm,LowRepro,NonMatch,KQ3147,KQ,3,3,3,B,,A:B,G,,G,20190412C_1,,,"Diff Model, JHP",038,038
KQ3154,Primary (Baseline),Insuff,Easy,LowRepro,Inconclusive,KQ3154,KQ,3,3,3,B,,A:B,G,,G,20190415O_4,,,"Same Model, Diff Sess, JHP",038,038
KQ3286,Supplemental,LeanExcl,Norm,LowRepro,NonMatch,KQ3286,KQ,1,1,3,C,,A:C,G,,G,20190416A_1,,,"Diff Model, FMJ",038,038
KQ3430,Primary (Baseline),Insuff,Easy,LowRepro,Inconclusive,KQ3430,KQ,3,3,3,B,,A:B,G,,G,20190415C_2,,,"Same Model, Diff Sess, JHP",038,038
KQ3497,Supplemental,Insuff,Diff,ModRepro,Inconclusive,KQ3497,KQ,1,1,3,B,,A:B,G,,G,20190415O_2,,,"Same Model, Diff Sess, JHP",038,038
KQ3542,Primary (Baseline),Excl,Diff,ModRepro,NonMatch,KQ3542,KQ,3,3,3,B,,A:B,G,,G,20190618L_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3637,Primary (Baseline),ID,Easy,ModRepro,Match,KQ3637,KQ,2,2,2,B,,A:B,G,,G,20190508I_0,40.0,58.0,"Same Model, Diff Sess, JHP",9ML,9ML
KQ3699,Supplemental,Insuff,Norm,LowRepro,Inconclusive,KQ3699,KQ,1,1,3,B,,A:B,G,,G,20190415I_4,30.0,48.0,"Same Model, Same Sess, JHP",038,038
KQ3867,Primary (Baseline),LeanExcl,Diff,ModRepro,NonMatch,KQ3867,KQ,2,2,2,B,,A:B,G,,G,20190508B_1,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4020,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4020,KQ,3,3,3,B,,A:B,P,,P,20190507I_4,,,"Same Model, Diff Sess, JHP",040,040
KQ4166,Primary (Baseline),NoValue,na,na,Inconclusive,KQ4166,KQ,3,3,3,A,,A:A,P,,P,20190621K_2,,,"Same Model, Diff Sess, JHP",9ML,9ML
KQ4310,Primary (Baseline),ID,Easy,HiRepro,Match,KQ4310,KQ,3,3,3,B,,A:B,G,,G,20190618D_2,10.0,28.0,"Same Model, Same Sess, FMJ",9ML,9ML
KQ4480,Primary (Baseline),ID,Norm,HiRepro,Match,KQ4480,KQ,3,3,3,A,,A:A,P,,P,20190320C_0,0.0,8.0,"Same Model, Same SubSess, JHP",9ML,9ML
KQ4493,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4493,KQ,3,3,3,B,,A:B,P,,P,20190507E_2,,,"Same Model, Diff Sess, FMJ",040,040
KQ4615,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ4615,KQ,3,3,3,C,,A:C,U,,U,20190507H_3,0.0,8.0,"Same Model, Same SubSess, JHP",040,040
KQ4625,Primary (Baseline),Excl,Norm,ModRepro,NonMatch,KQ4625,KQ,3,3,3,C,,A:C,G,,G,20190501D_1,,,"Diff Make, FMJ",038,038
KQ4715,Primary (Baseline),Insuff,Easy,LowRepro,Inconclusive,KQ4715,KQ,2,2,2,B,,A:B,G,,G,20190507D_4,,,"Same Model, Diff Sess, FMJ",040,040
KQ4898,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ4898,KQ,3,3,3,A,,A:A,P,,P,20190412D_2,,,"Diff Model, FMJ",038,038
KQ1386,Primary (Baseline),Insuff,Norm,LowRepro,Inconclusive,KQ1386,KQ,3,3,3,A,,A:A,P,,P,20190508K_1,,,"Same Model, Diff Sess, Polygonal, FMJ",9ML,9ML
KQ1443,Primary (Baseline),LeanID,Diff,ModRepro,Match,KQ1443,KQ,3,3,3,A,,A:A,P,,P,20190415K_1,,,"Diff Model, JHP",038,038
KQ1477,Primary (Baseline),LeanID,VDiff,ModRepro,Match,KQ1477,KQ,2,2,2,C,,A:C,G,,G,20190507H_3,20.0,38.0,"Same Model, Same Sess, JHP",040,040
KQ1562,Primary (Baseline),Insuff,Diff,ModRepro,Inconclusive,KQ1562,KQ,3,3,3,A,,A:A,P,,P,20190320A_0,,,"Diff Make, FMJ",9ML,9ML
KQ1747,Primary (Baseline),LeanID,Norm,ModRepro,Match,KQ1747,KQ,3,3,3,D,,A:D,U,,U,20190412T_0,,,"Diff Make, FMJ, Poor quality",038,038
KQ1868,Primary (Baseline),Insuff,Diff,LowRepro,Inconclusive,KQ1868,KQ,3,3,3,C,,A:C,B,,B,20190501B_3,0.0,8.0,"Same Model, Same SubSess, FMJ, Poor quality",038,038
